# wavelength, intensity
0.910000000000000, 0.00000000000000000
1.0876050302311455, 0.5907987140092902
1.0913390128384977, 0.5528254121836511
1.0963106678996322, 0.5126874487080483
1.103119312274471, 0.4986108222625053
1.1105405876453431, 0.49276901912474447
1.1179745144577697, 0.4679310764929987
1.1253870543094735, 0.47520565538679904
1.1327905574172097, 0.49604890534773205
1.1402027960441146, 0.5037757732771037
1.1476279873373727, 0.49205421267691896
1.1550510700570382, 0.48349867532573176
1.1612215094504155, 0.49958656469239116
1.1655252587649154, 0.534208815936299
1.1692122503036368, 0.5667926036597484
1.172899241842358, 0.5993763913831975
1.1772034429940565, 0.6333202090737488
1.1827424248414677, 0.6694413398558186
1.1882824910981553, 0.7039342301098321
1.1932052573744258, 0.7372027771074153
1.1981266681391014, 0.7725066247650684
1.2030507899269671, 0.8037398711025817
1.208590765816215, 0.8383684480672667
1.2153680225670067, 0.8714203391282301
1.2227790562947156, 0.8809563631998861
1.2302030426887782, 0.8710439587419856
1.2376137751916882, 0.8810322718492127
1.2431545041429335, 0.9145301262249701
1.2474578016202351, 0.9498308110222344
1.25300130183963, 0.979167606270738
1.2597875350894294, 0.9987412840716832
1.267207906785905, 0.9942563480406357
1.2746309895055707, 0.9857008106894485
1.2820516624268452, 0.9807635856228301
1.2894780586192989, 0.967232868880361
1.2969116842069268, 0.9428472152841859
1.3037321365938828, 0.9110408586442567
1.3087004179372694, 0.8759685323670499
1.3121251932885352, 0.8382197936290021
1.3136887006073041, 0.8108642141279233
1.3161834443919194, 0.7774074769372179
1.318062785912351, 0.7398769755659842
1.319946947029565, 0.6951098496256132
1.3212048617898347, 0.6625513647852727
1.3224627765501042, 0.6299928799449322
1.3237261133567544, 0.5892931924643123
1.324987642814611, 0.5513072391971189
1.3262509796212612, 0.510607551716499
1.3275125090791178, 0.4726215984493056
1.3287722311881809, 0.43734937939553875
1.3300301459484505, 0.4047908945551981
1.3312862533599266, 0.3749461439282842
1.3331686071283473, 0.3328927522013396
1.3356708815329352, 0.2881287891213573
1.338792172899294, 0.24201112179505024
1.3425291677546352, 0.19951492961370043
1.3478090360300197, 0.16064495686789093
1.3549308939507703, 0.14032832316166144
1.3611117255997098, 0.14081224080111854
1.3688330208703017, 0.1485406901606845
1.3765549185904913, 0.15536456144910815
1.3833541647516037, 0.15539935291338303
1.390775138897677, 0.15000983881119323
1.4019056964423902, 0.1432824347646222
1.4093269718132624, 0.13744063162686126
1.4167467410601402, 0.13386027366695608
1.4253949050369936, 0.14204575635267602
1.4340412616650537, 0.15294497325182244
1.442434950931784, 0.1719841276470928
1.4494630676951121, 0.19960981542535872
1.4568656671284517, 0.22180993249300496
1.464276399631362, 0.2317982456002321
1.471683818661484, 0.2467617380987408
1.4790891291180137, 0.26489125384624734
1.4864938371249456, 0.2839253476648962
1.4938979426822798, 0.3038640195546869
1.5012987347668258, 0.3287778708357594
1.5086971170529804, 0.35731003440140063
1.5160979091375264, 0.38222388568247334
1.5228757080929562, 0.4144616564794088
1.529035152781173, 0.4470580956444128
1.5358112648777287, 0.4818286850405462
1.5425873769742844, 0.51659927443668
1.549362766131323, 0.552455357518184
1.5567611484174777, 0.5809875210838253
1.5641622417268226, 0.6054490833293269
1.5709410648465685, 0.6361490714053207
1.5777224784995854, 0.6629593737754034
1.5851292950801097, 0.6788274443450543
1.5925403288078188, 0.6883634684167104
1.5999552784579136, 0.6920197350259423
1.6073813734255686, 0.6789413073190442
1.6148177100363867, 0.6504850524027297
1.6216382829132623, 0.6184977801485719
1.6284562652568673, 0.5904001936003254
1.6358862761469082, 0.5714420084310035
1.6433063466185847, 0.5674093614355271
1.6507173803462938, 0.576945385507183
1.6581293177483998, 0.5851245424721258
1.6655563163904512, 0.5706892476585146
1.672997171373253, 0.5354486572086338
1.680426579813696, 0.5173950501104537
1.6878605066261227, 0.49255710747870785
1.6952829868961907, 0.48490614819866273
1.7027078769646498, 0.4736368766340492
